"ID","title","abstract","authors","date","category","doi","version","author_corresponding","author_corresponding_institution","link_page","link_pdf","license","published","data_avail","decision"
28,"Association of puberty timing with Type 2 diabetes: Systematic review and meta-analysis","OBJECTIVE: We aimed to systematically review published evidence on the association between puberty timing and Type 2 diabetes or impaired glucose tolerance (T2D/IGT), with and without adjustment for adiposity, and to estimate its potential contribution to the burden of T2D. RESEARCH DESIGN AND METHODS: We searched PubMed, Medline and Embase databases for publications until February 2019 on the timing of any secondary sexual characteristic in boys or girls in relation to T2D/IGT. Inverse-weighted random-effects meta-analysis was used to pool reported estimates and meta-regression to explore sources of heterogeneity. RESULTS: Twenty eight observational studies were identified. All assessed age at menarche (AAM) in women (combined N=1,228,306); only one study additionally included men. In models without adjustment for adult adiposity, T2D/IGT risk was higher per year earlier AAM (relative risk (RR)=0.91, 95% confidence interval (CI)=0.89-0.93, 11 estimates, n=833,529, I2=85.4%) and for early versus later menarche (RR=1.41, 95% CI=1.28-1.55, 23 estimates, n=1,185,444, I2=87.8%). Associations were weaker but still evident in models adjusted for adiposity (AAM: RR=0.97 per year, 95% CI=0.95-0.98, 12 estimates, n=852,268, I2=51.8%; early menarche: RR=1.19, 95% CI=1.11-1.28, 21 estimates, n=890,583, I2=68.1%). Associations were stronger among Caucasians than Asians, and in populations with earlier average AAM. The estimated population attributable risk of T2D in UK Caucasians due to early menarche, unadjusted and adjusted for adiposity, was 12.6% (95% CI=11.0-14.3) and 5.1% (95% CI=3.6-6.7), respectively. CONCLUSIONS: A substantial proportion of T2D in women is attributable to early menarche timing. This will increase in light of global secular trends towards earlier puberty timing.","Tuck Seng Cheng; Felix R. Day; Rajalakshmi Lakshman; Ken K. Ong",20190628,"Epidemiology","10.1101/19000521",1,"Tuck Seng Cheng","University of Cambridge","https://www.medrxiv.org/content/10.1101/19000521v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000521v1.full.pdf","cc_by_nc_nd","10.1371/journal.pmed.1003017","Data are available from publications included in this manuscript",9
29,"Epigenetic prediction of major depressive disorder","Objective: DNA methylation (DNAm) is associated with environmental risk factors for major depressive disorder (MDD) but has not yet been tested for its ability to discriminate individuals with MDD from unaffected individuals. Methods: Using penalized regression based on genome-wide CpG methylation, we trained a DNAm risk score of MDD (DNAm-RS) in 1,223 cases and 1,824 controls and tested in a second independent sample of 363 prevalent cases and 1,417 controls. Using DNA from 1,607 unaffected individuals, we tested whether DNAm-RS could discriminate the 190 incident cases of lifetime MDD from the 1,417 individuals who remained unaffected at follow-up. Results: A weighted linear combination of 196 CpG sites were derived from the training sample to form a DNAm-RS. The DNAm-RS explained 1.75% of the variance in MDD risk in an independent case-control sample and significantly predicted future incident episodes of MDD at follow up (R2=0.52%). DNAm-RS and MDD polygenic risk scores together additively explained 3.99% of the variance in prevalent MDD. The DNAm-RS was also significantly associated with lifestyle factors associated with MDD, including smoking status ({beta}=0.440, p=<2x10-16) and alcohol use ({beta}=0.092, p=9.85x10-5). The DNAm-RS remained significantly associated with MDD after adjustment for these environmental factors (independent association: {beta}=0.338, p=1.17x10-7 association post-adjustment: {beta}=0.081, p=0.0006). Conclusions: A novel risk score of MDD based on DNAm data significantly discriminated MDD cases from controls in an independent dataset, and controls who would subsequently develop MDD from those who remained unaffected. DNAm-RS captured the effects of exposure to key lifestyle risk factors for MDD, revealing a potential role in risk stratification.","Miruna C Barbu; Rosie M Walker; David M Howard; Kathryn L Evans; Heather C Whalley; David J Porteous; Stewart W Morris; Ian J Deary; Riccardo E Marioni; Toni-Kim Clarke; Andrew M Mcintosh",20190628,"Psychiatry And Clinical Psychology","10.1101/19001123",1,"Andrew M Mcintosh","University of Edinburgh","https://www.medrxiv.org/content/10.1101/19001123v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001123v1.full.pdf","cc_by",NA,"The predictor detailed in the manuscript is available in the supplementary Excel file. All other data is available on application to the Generation Scotland Access Committee (access@generationscotland.org)",4
30,"Forecasting the impact of population ageing on tuberculosis incidence","Background: Tuberculosis (TB) disease reactivates from distant latent infection or recent (re)infection. Progression risks increase with age. Across the World Health Organisation Western Pacific region, many populations are ageing and have the highest per capita TB incidence rates in older age groups. However, methods for analysing age-specific TB incidence and forecasting epidemic trends while accounting for demographic change remain limited. Methods: We applied the Lee-Carter models, which were originally developed for mortality modelling, to model the temporal trends in age-specific TB incidence data from 2005 to 2018 in Taiwan. Females and males were modelled separately. We combined our demographic forecasts, and age-specific TB incidence forecasts to project TB incidence until 2035. We compared TB incidence projections with demography fixed in 2018 to projections accounting for demographic change. Results: Our models quantified increasing incidence rates with age and declining temporal trends. By 2035, the forecast suggests that the TB incidence rate in Taiwan will decrease by 54% (95% Prediction Interval (PI): 45%-59%) compared to 2015, while most age-specific incidence rates will reduce by more than 60%. In 2035, adults aged 65 and above will make up 78% of incident TB cases. Forecast TB incidence in 2035 accounting for demographic change will be 39% (95% PI: 36%-42%) higher than without population ageing. Conclusions: Age-specific incidence forecasts coupled with demographic forecasts can inform the impact of population ageing on TB epidemics. The TB control programme in Taiwan should develop plans specific to older age groups and their care needs.","Chu-Chang Ku; Peter J Dodd",20190628,"Epidemiology","10.1101/19001115",1,"Chu-Chang Ku","School of Health and Related Research, University of Sheffield","https://www.medrxiv.org/content/10.1101/19001115v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001115v1.full.pdf","cc_by","10.1371/journal.pone.0222937","All analysis code and formatted data are available from the GitHub repository [https://github.com/TimeWz667/AgeingTB] https://github.com/TimeWz667/AgeingTB",6
33,"Optimising the use of molecular tools for the diagnosis of yaws","Introduction Yaws is a neglected tropical disease and results in lesions of skin, soft tissues and bones. PCR plays an important part in surveillance. Methods Children suspected to have yaws were enrolled. From the largest lesion paired swabs were collected; one into transport medium and one as a dry swab. In children with multiple lesions we collected additional swabs from up to four subsequent lesions. Swabs in transport medium were maintained in a cold-chain whilst dry swabs were stored at ambient temperature. Swabs were tested by PCR for Treponema pallidum and Haemophilus ducreyi. Results Of 55 individuals, 10 (18%) had at least 1 positive PCR for T. pallidum and 12 (22%) had at least 1 positive result for H. ducreyi. Concordance was 100% between swabs in transport medium and dry swabs. One patient had PCR-confirmed yaws on the swab of a third lesion when both the first and second lesions were PCR-negative. Discussion Storing swabs in transport medium and transporting in a cold chain did not improve yield, however detection of T. pallidum is increased by swabbing additional lesions. As the target for yaws is eradication approaches to sample collection need revisiting to ensure cases are not missed.","Munson, M.; Cresswell, B.; Kondobala, K.; Gainwu, B.; Lomotey, R. D.; Oppong, P.; Agyeman, F. O.; Kotye, N.; Diwura, M.; Ako, E. P.; Simpson, S. V.; Addo, K. K.; Pickering, H.; Handley, R.; Houghton, J.; Kwakye, C.; Marks, M.",20190715,"Infectious Diseases","10.1101/19000232",3,"Michael Marks","London School of Hygiene and Tropical Medicine","https://www.medrxiv.org/content/10.1101/19000232v3?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000232v3.full.pdf","cc_by","10.1093/trstmh/trz083","Data is available in the supplementary file",5
36,"The prevalence of scabies, pyoderma and other communicable dermatoses in the Bijagos Archipelago, Guinea-Bissau","Background: Skin diseases represent a significant public health problem in most low and middle income settings. Nevertheless, there is a relative paucity of high-quality epidemiological data on the prevalence of these conditions. Materials/methods: We conducted two cross-sectional population-based skin-surveys of children (6 months to 9 years old) in the Bijagos Archipelago of Guinea-Bissau during the dry season (February-March 2018) and the wet season (June-July 2018). Following a period of training, a nurse performed a standardised examination for communicable dermatoses for each participant. We calculated the prevalence of each skin condition and investigated demographic associations. Results: 1062 children were enrolled in the dry season survey of whom 318 (29.9%) had at least one skin diseases. The most common diagnosis was tinea capitis (154/1062, 14.5% - 95% CI 12.5-16.8%) followed by tinea corporis (84/1062, 7.9% - 95% CI 6.4-9.7%), pyoderma (82/1062, 7.7% - 95% CI 6.2-9.5%) and scabies (56/1062. 5.2% - 95%CI 4.0 - 6.8%). 320 children were enrolled in the wet season survey of whom 121 (37.8%) had at least one skin problem. Tinea capitis remained the most common diagnosis (79/320, 24.7% - 95% CI 20.1 - 29.9%), followed by pyoderma (38/320, 11.9% - 95% CI 8.6-16.1%), tinea corporis (23/320, 7.2% - 95% 4.7 - 10.7%) and scabies (6/320, 1.9% - 95% CI 0.8-4.2%). Conclusions: Our study, which utilised robust population-based cluster random sampling methodology, demonstrates the substantial disease burden caused by common communicable dermatoses in this setting. Given these findings, there is a need to consider common dermatoses as part of Universal Health Coverage to deliver skin-health for all.","Marks, M.; Sammut, T.; Cabral, M. G.; Da Silva, E. T.; Goncalves, A.; Rodrigues, A.; Manjuba, C.; Nakutum, J.; Ca, J.; D Alessandro, U.; Achan, J.; Logan, J.; Bailey, R.; Mabey, D.; Last, A.; Walker, S. L.",20191010,"Infectious Diseases","10.1101/19000257",3,"Michael Marks","London School of Hygiene and Tropical Medicine","https://www.medrxiv.org/content/10.1101/19000257v3?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000257v3.full.pdf","cc_by","10.1371/journal.pntd.0007820","Data is available in the supplementary data file.",5
37,"Current characteristics and outcomes of Cytomegalovirus Reactivation in kidney transplant seropositive recipients in the era of prophylaxis treatment. Lesson from single Moroccan center experience.","Despite the use of antiviral prophylaxis, the active cytomegalovirus (CMV) replication is still occurred in the seropositive kidney recipients. The aim of this study was to assess the incidence of CMV reactivation and potential risk factors associated with CMV disease. Data of sixty kidney transplant recipients who had received CMV prophylaxis were obtained between 2013 and 2017. Quantitative nucleic acid amplification testing for CMV viraemia was assessed using Abbott RealTime Polymerase Chain Reaction (PCR). Among the seropositive recipients, cumulative incidence for reactivation was 63%. In patients with quantitative viraemia, the time of active replication was significantly lower compared to those with detectable viraemia (141.5, SD:96.9 vs 294.1, SD: 112.6 days, P inferior to 0.001). During prophylactic treatment, 46.7% of patients with quantifiable viraemia had experienced active replication and none among patients with detectable viraemia (P= 0.017). Importantly, symptomatic reactivation was significantly observed in the younger patients with higher peak viraemia compared to those with symptoms free (28.8, SD:5.12 vs. 38.1, SD: 12.34 years, P= 0.007) and 3.8, SD: 1.59 vs. 2.4, SD: 0. 79 log10IU/ml, P = 0.003, respectively). Furthermore, the median duration of viraemia (21.2, vs. 13.4 days, P= 0.028) and period of CMV therapy (24.3 vs 12.3 days, P inferior to 0.001) were significantly longer for this group. In addition, intercurrent infections (75% vs. 23%, P = 0.028 ) and acute rejection (50 % vs 0%, P = 0.003) were significantly more frequent in symptomatic reactivation group. In addition, peak viral load was a potential risk factor for development of symptomatic reactivation with odds ratio 3.39, 95%CI=1.21-9.53, P = 0.02). In conclusion, CMV reactivation remains serious problem for seropositive recipients who were expected to be on antiviral prophylaxis. Patients with high level of viraemia may be at an increased risk of progression to CMV disease and adverse outcomes.","Rezzouk, B.; Bouattar, T.; Belkadi, B.; Razine, R.; Bayahia, R.; Ouzeddoun, N.; Benamar, L.; Rhou, H.; Bouihat, N.; Ibrahimi, A.; Seffar, M.; Kabbaj, H.",20190628,"Infectious Diseases","10.1101/19001008",1,"Bouchra Rezzouk","Laboratory of Microbiology and Molecular Biology, Faculty of Science, University Mohammed V, Rabat, Morocco.","https://www.medrxiv.org/content/10.1101/19001008v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001008v1.full.pdf","cc_by_nc_nd",NA,"All relevant data are within the manuscript.",5
39,"Medication errors during simulated paediatric resuscitations: a prospective, observational human reliability analysis","Introduction: Medication errors during paediatric resuscitation are thought to be common. However, there is little evidence about the individual process steps that contribute to such medication errors in this context. Objectives: To describe the incidence, nature and severity of medication errors in simulated paediatric resuscitations, and to employ human reliability analysis to understand the contributory role of individual process step discrepancies to these errors. Methods: We conducted a prospective observational study of simulated resuscitations subject to video micro-analysis, identification of medication errors, severity assessment and human reliability analysis in a large English teaching hospital. Fifteen resuscitation teams of two doctors and two nurses each conducted one of two simulated paediatric resuscitation scenarios. Results: At least one medication error was observed in every simulated case, and a large magnitude or clinically significant error in 11 of 15 cases. Medication errors were observed in 29% of 180 simulated medication administrations, 40% of which considered to be moderate or severe. These errors were the result of 884 observed discrepancies at a number of steps in the drug ordering, preparation and administration stages of medication use, 8% of which made a major contribution to a resultant medication error. Most errors were introduced by discrepancies during drug preparation and administration. Conclusions: Medication errors were common with a considerable proportion likely to result in patient harm. There is an urgent need to optimise existing systems and to commission research into new approaches to increase the reliability of human interactions during administration of medication in the paediatric emergency setting.","Appelbaum, N.; Clarke, J.; Feather, C.; Dean Franklin, B.; Sinha, R.; Pratt, P.; Maconochie, I.; Darzi, A.",20190802,"Pediatrics","10.1101/19001016",2,"Calandra Feather","NIHR-Imperial Patient Safety Translational Research Centre, Imperial College London","https://www.medrxiv.org/content/10.1101/19001016v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001016v2.full.pdf","cc_by","10.1136/bmjopen-2019-032686","All data relevant to the study are included in the article or uploaded as supplementary information",5
41,"Characteristics, service use and mortality of clusters of multimorbid patients in England: a population-based study","Background Multimorbidity is one of the principal challenges facing health systems worldwide. To help understand the changes to services and policies that are required to deliver better care, we used a novel approach to investigate which diseases co-occur and how combinations are associated with mortality and service use. Methods Linked primary and secondary care electronic health records contributed by 382 general practices in England to the Clinical Practice Research Datalink (CPRD) were used. The study included a representative set of multimorbid adults (18 years old or more) with two or more long-term conditions (N=113,211). A random set of 80% of the multimorbid patients (N=90,571) were stratified by age and clustered using latent class analysis. Consistency between obtained disease profiles, classification quality and associations with demographic characteristics and primary outcomes (hospitalisation, polypharmacy and mortality) was validated in the remaining 20% of multimorbid patients (N=22,640). Findings We identified twenty patient clusters across four age strata. The clusters with the highest mortality comprised psychoactive substance and alcohol misuse (aged 18-64), coronary heart disease, depression and pain (aged 65-84) and coronary heart disease, heart failure and atrial fibrillation (aged 85+). The clusters with the highest service use coincided with those with highest mortality for people aged over 65. For people aged 18-64, the cluster with the highest service use comprised depression, anxiety and pain. The majority of 85+ year olds multimorbid patients belonged to the cluster with the lowest service use and mortality for that age range. Pain featured in thirteen clusters. Interpretation This work has highlighted patterns of multimorbidity that have implications for health services. These include the importance of psychoactive substance and alcohol misuse in people under the age of 65; of co-morbid depression and coronary heart disease in people aged 65-84, and of cardiovascular disease in people aged 85+.","Zhu, Y.; Edwards, D.; Mant, J.; Payne, R. A.; Kiddle, S.",20191202,"Epidemiology","10.1101/19000422",2,"Yajing Zhu","MRC Biostatistics Unit, University of Cambridge","https://www.medrxiv.org/content/10.1101/19000422v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000422v2.full.pdf","cc_by","10.1016/S0140-6736(19)32899-5","CPRD-GOLD is available to approved researchers for projects approved by the CPRD Independent Scientific Advisory Committee",4
42,"Big Five Personality Traits Influence Tinnitus Improvement Over Time","Previous studies investigating the relation between personality and tinnitus distress showed that high neuroticism and low extraversion scores are related to higher tinnitus distress measured by the Tinnitus Handicap Inventory (THI) and the Tinnitus Questionnaire (TQ). However, little is known about the role of personality on tinnitus distress over time. We collected the THI, TQ and Big Five Factor Index 2 of 388 patients who visited the Tinnitus Center Regensburg between 2012 and 2017, and filled in a survey with the same questionnaires in 2018. We used personality traits and facets to predict tinnitus distress cross-sectionally and longitudinally. Neuroticism and extraversion were significant predictors of THI and TQ scores in cross-sectional linear regression setups, and could explain up to 40% of the variance. However, the linear regressions could explain only little variance of both THI and TQ longitudinally. We clustered patients in three groups based in the difference THI and TQ between the two assessments: clinically improved, clinically stable and clinically worsened. The patients in the clinically improved and clinically stable groups scored statistically significantly lower in neuroticism and higher in extraversion than patients in the group clinically worsened. We observed a similar trend among patients who tried at least one clinical treatment. Our results suggest that personality traits, namely neuroticism and extraversion, are relevant markers of tinnitus distress over time and could be used to statistically distinguish patient groups with clinically relevant changes of tinnitus distress. These markers could inform both treatment responses from clinical studies and future choices on more efficient individual tinnitus treatments.","Simoes, J. P.; Schlee, W.; Schecklmann, M.; Langguth, B.; Farahmand, D.; Neff, P.",20190628,"Psychiatry And Clinical Psychology","10.1101/19000646",1,"Jorge Piano Simoes","University of Regensburg","https://www.medrxiv.org/content/10.1101/19000646v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000646v1.full.pdf","cc_by_nc_nd",NA,"The data is not publicly available.",1
43,"Cost-Sensitive Machine Learning Classification for Mass Tuberculosis Screening","Active screening for Tuberculosis (TB) is needed to optimize detection and treatment. However, current algorithms for verbal screening perform poorly, causing misclassification that leads to missed cases and unnecessary and costly laboratory tests for false positives. We investigated the role of machine learning to improve the predefined one-size-fits-all algorithm used for scoring the verbal screening questionnaire. We present a cost-sensitive machine learning classification for mass tuberculosis screening. We compared score-based classification defined by clinicians to machine learning classification such as SVM-RBF, logistic regression, and XGBoost. We restricted our analyses to data from adults, the population most affected by TB, and investigated the difference between untuned and unweighted classifiers to the cost-sensitive ones. Predictions were compared with the corresponding GeneXpert MTB/Rif results. After adjusting the weight of the positive class to 40 for XGBoost, we achieved 96.64% sensitivity and 35.06% specificity. As such, sensitivity of our identifier increased by 1.26% while specificity increased by 13.19% in absolute value compared to the traditional score-based method defined by our clinicians. Our approach further demonstrated that only 2000 data points were sufficient to enable the model to converge. Our results indicate that even with limited data we can actually devise a better method to identify TB suspects from verbal screening. This approach may be a stepping stone towards more effective TB case identification, especially in primary health centres, and foster better detection and control of TB.","Septiandri, A. A.; Aditiawarman, A.; Tjiong, R.; Burhan, E.; Shankar, A. H.",20190628,"Health Informatics","10.1101/19000190",1,"Ali Akbar Septiandri","Inovasi Sehat Indonesia","https://www.medrxiv.org/content/10.1101/19000190v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000190v1.full.pdf","cc_by_nc_nd",NA,"Not available for public",1
44,"Integrating Online Georeferenced Epidemiological Analysis and Visualization into a Telemedicine Infrastructure - First Results","With the objective to perform a first evaluation of the impact of the integration of a graphic spatial epidemiology tool that allows quasi-realtime georeferenced data visualization into a telemedicine infrastructure, this work presents GISTelemed, an online module specialized on indexing structured and semi-structured data, as well as querying the indexed content using structured and free-text search. We evaluated GISTelemed accordingly to the guidelines published by the US Centers for Disease Control and Prevention and input provided by a questionnaire customized according to AdEQUATE (questionnAire for Evaluation of QUAlity in TElemedicine systems). 39 healthcare professionals from 13 municipalities participated in the evaluation. We analyzed data from questionnaires using descriptive statistics, being Lernability and Comfort the characteristics that received the best evaluation. Quantitative evaluation based upon leprosis cases detected through tele-dermatology showed a sensitivity and PPV of respectively 77.2% and 95.3%. 22.8% of the cases detected were un-notified cases. Results from our case study show a good evaluation regarding the perceived software quality. We conclude that the integration of spatial epidemiology tools to the STT/SC system, besides enabling visualization of data in maps, allowed users to analyze the evolution of morbidities and their co-occurrences.","Von Wangenheim, A.; Savaris, A.; Borgatto, A. F.; Inacio, A. D. S.",20190628,"Health Informatics","10.1101/19000554",1,"Aldo Von Wangenheim","Federal University of Santa Catarina - UFSC","https://www.medrxiv.org/content/10.1101/19000554v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000554v1.full.pdf","cc_by_nc_nd",NA,"All data referred to or described in the article are public. http://site.telemedicina.ufsc.br/gistelemed/",4
45,"Maternal Mortality and Women's Political Participation","We show that large declines in maternal mortality can be achieved by raising women's political participation. We estimate that the recent wave of quotas for women in parliament in low income countries has resulted in a 9 to 12% decline in maternal mortality. Among mechanisms are that gender quotas lead to an 8 to 10% increase in skilled birth attendance, a 6 to 12% increase in prenatal care utilization, and a 4 to 11% decrease in birth rates.","Bhalotra, S. R.; Clarke, D.; Gomes, J.; Venkataramani, A. S.",20190628,"Health Policy","10.1101/19000570",1,"Atheendar S Venkataramani","University of Pennsylvania","https://www.medrxiv.org/content/10.1101/19000570v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000570v1.full.pdf","cc_no",NA,"All data and code for this article will be posted on a public repository when the article is published. We are happy to provide any interested parties with the code and dataset in advance with a written request.",3
46,"An acute bleomycin inflammatory and fibrotic mouse model of morphea is dependent upon CXCL9 and CXCR3","Morphea, or localized scleroderma, is characterized by an inflammatory phase followed by cutaneous fibrosis, which may lead to disfigurement and/or disability. Previous work from our group showed that the CXCR3 ligands CXCL9 and CXCL10 are highly upregulated in lesional skin of morphea patients. Here, we used an acute inflammatory and fibrotic bleomycin mouse model of morphea to examine the role of the CXCR3 chemokine axis in pathogenesis. We first characterized which cells produce the CXCR3 ligands in the skin using the Reporter of Expression of CXCR3 ligands mouse (REX3). We found that fibroblasts contribute the bulk of CXCL9 and CXCL10, whereas endothelial cells are key dual chemokine producers. Macrophages, which have high MFI of chemokine expression, upregulated CXCL9 production over time, fibroblasts CXCL10 production, and T cells dual chemokine expression. To determine whether bleomycin treatment could directly induce expression of these chemokines, we treated cultured REX3 mouse dermis monolayers in vitro with bleomycin or IFN{gamma} with TNF and found that bleomycin could induce low amounts of CXCL9 directly in fibroblasts, whereas the cytokines were required for optimal CXCL9 and CXCL10 production. To determine whether these chemokines are mechanistically involved in pathogenesis, we induced fibrosis in CXCL9, CXCL10, or CXCR3 deficient mice and found that fibrosis is dependent on CXCL9 and CXCR3. Addition of recombinant CXCL9, but not CXCL10, to cultured mouse fibroblasts induces collagen 1a1 mRNA expression, indicating the chemokine itself can contribute to fibrosis. Taken together, our studies provide evidence that acute intradermal bleomycin administration in mice can model inflammatory morphea, and that CXCL9 and its receptor CXCR3 are mechanistically involved in pathogenesis.","Richmond, J. M.; Patel, D.; Watanabe, T.; Garelli, C.; Garg, M.; Dresser, K.; Deng, A.; Feghali-Bostwick, C. A.; Harris, J. E.; Jacobe, H. T.",20190628,"Dermatology","10.1101/19000844",1,"Heidi T Jacobe","University of Texas Southwestern Medical Center","https://www.medrxiv.org/content/10.1101/19000844v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000844v1.full.pdf","cc_by_nc_nd",NA,"Primary data are available upon request. Materials (REX3 mice and CXCL9-deficient mice) were obtained through MTAs with Massachusetts General Hospital and the National Institutes of Health.",2
47,"SEXUAL BEHAVIOURS AND EXPERIENCE OF SEXUAL COERCION AMONG IN-SCHOOL FEMALE ADOLESCENT IN SOUTHWESTERN NIGERIA","Most people begin their sexual relationship during adolescence and some get involved in risky life threatening behaviors such as unwanted pregnancies, abortions and sexually transmitted infections. This study was therefore designed to understand the patterns of female adolescents sexual behaviours and sexual coercion experience. A descriptive cross-sectional study was carried out among 1227 in-school adolescents in the three senatorial district of Osun State, Southwestern Nigeria. Multi-stage sampling technique was used to select the respondents, and data were collected with pre-tested, semi-structured questionnaires. The data collected were analysed using Statistical Package for Social Sciences (SPSS version 21). Three hundred and thirty seven (27.5%) were sexually exposed with a mean age of sexual initiation of 14 years. Of the 337 that were sexually exposed 153(56.5%) initiated sex early between the ages of 10-15 years, while (4.7%) had uses drugs or take alcohol before sexual intercourse. Findings revealed that of those that were sexually exposed, 122(11%) were forced to have sex, 101(9.1%) played sex willingly, while 29(2.6%) felt threatened and 3(0.3%) were convinced with money. The proportion of the respondent who reported rape and abduction was (2.6%). Finding from this study is consistent with earlier studies conducted in many other Nigerian cities which showed that in-school adolescents to be sexually active. There is the need to step up campaigns to address this noticed lapse in behavior among the students in order to arrest the usual consequences of such risky sexual behavior.","Owolodun, B. S.; Sanusi, R. A.",20190703,"Public And Global Health","10.1101/19000851",1,"Babatunde Samuel Owolodun","University of Ibadan","https://www.medrxiv.org/content/10.1101/19000851v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000851v1.full.pdf","cc_by_nc_nd",NA,"Data is archived in my data bank",2
48,"Robotic middle ear access for cochlear implantation: first in man","To demonstrate the feasibility of robotic middle ear access in a clinical setting, nine adult patients with severe-to-profound hearing loss indicated for cochlear implantation were included in this clinical trial. A keyhole access tunnel to the tympanic cavity and targeting the round window was planned based on preoperatively acquired computed tomography image data and robotically drilled to the level of the facial recess. Intraoperative imaging was performed to confirm sufficient distance of the drilling trajectory to relevant anatomy. Robotic drilling continued toward the round window. The cochlear access was manually created by the surgeon. Electrode arrays were inserted through the keyhole tunnel under microscopic supervision via a tympanomeatal flap. All patients were successfully implanted with a cochlear implant. In 9 of 9 patients the robotic drilling was planned and performed to the level of the facial recess. In 3 patients, the procedure was reverted to a conventional approach for safety reasons. No change in facial nerve function compared to baseline measurements was observed. Robotic keyhole access for cochlear implantation is feasible. Further improvements to workflow complexity, duration of surgery, and usability including safety assessments are required to enable wider adoption of the procedure.","Caversaccio, M.; Wimmer, W.; Anso, J.; Mantokoudis, G.; Gerber, N.; Rathgeb, C.; Schneider, D.; Hermann, J.; Wagner, F.; Scheidegger, O.; Huth, M.; Anschuetz, L.; Kompis, M.; Williamson, T.; Bell, B.; Gavaghan, K.; Weber, S.",20190703,"Otolaryngology","10.1101/19000711",1,"Wilhelm Wimmer","Department of Otorhinolaryngology, Head and Neck Surgery, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland","https://www.medrxiv.org/content/10.1101/19000711v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000711v1.full.pdf","cc_by_nc_nd","10.1371/journal.pone.0220543","All relevant data are within the manuscript and its Supporting Information files.",5
50,"Framework for rational donor selection in fecal microbiota transplant clinical trials","Early clinical successes are driving enthusiasm for fecal microbiota transplantation (FMT), the transfer of healthy gut bacteria through whole stool, as emerging research is linking the microbiome to many different diseases. However, preliminary trials have yielded mixed results and suggest that heterogeneity in donor stool may play a role in patient response. Thus, clinical trials may fail because an ineffective donor was chosen rather than because FMT is not appropriate for the indication. Here, we describe a conceptual framework to guide rational donor selection to increase the likelihood that FMT clinical trials will succeed. We argue that the mechanism by which the microbiome is hypothesized to be associated with a given indication should inform how healthy donors are selected for FMT trials, categorizing these mechanisms into four disease models and presenting associated donor selection strategies. We next walk through examples based on previously published FMT trials and ongoing investigations to illustrate how donor selection might occur in practice. Finally, we show that typical FMT trials are not powered to discover individual taxa mediating patient responses, suggesting that clinicians should develop targeted hypotheses for retrospective analyses and design their clinical trials accordingly. Moving forward, developing and applying novel clinical trial design methodologies like rational donor selection will be necessary to ensure that FMT successfully translates into clinical impact.","Duvallet, C.; Zellmer, C.; Panchal, P.; Budree, S.; Osman, M.; Alm, E.",20190926,"Gastroenterology","10.1101/19000307",2,"Eric Alm","Massachusetts Institute of Technology","https://www.medrxiv.org/content/10.1101/19000307v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000307v2.full.pdf","cc_by","10.1371/journal.pone.0222881","Code to reproduce all of these analyses and figures can be found at https://github.com/cduvallet/donor-selection/. Data were downloaded from original sources as described in the Methods section. https://github.com/cduvallet/donor-selection/",9
