"ID","title","abstract","authors","date","category","doi","version","author_corresponding","author_corresponding_institution","link_page","link_pdf","license","published","data_avail"
334,"How do maternal HIV infection and the early nutritional environment influence the development of infants exposed to HIV in utero?","Malnutrition and infectious disease often coexist in socially inequitable contexts. Malnutrition in the perinatal period adversely affects offspring development and lifelong non-communicable disease risk. Less is known about the effects of infectious disease exposure during critical windows of development and health, and links between in utero HIV-exposure in the absence of neonatal infection, perinatal nutritional environments, and infant development are poorly defined. In a pilot study at Kalafong Hospital, Pretoria, South Africa, we aimed to understand how early nutritional environments and in utero HIV-exposure, without infection (HIV exposed uninfected [HEU] infants) may influence infant development. Mother-infant dyads were recruited after delivery and followed until 12 weeks postpartum. Maternal reports of food insecurity were associated with lower maternal nutrient intakes 12 weeks postpartum, and in infants, with lower Apgar scores (five minutes), higher brain-to-body weight ratio at birth and 12 weeks of age, and attainment of fewer large movement and play activities milestones at 12 weeks of age, irrespective of maternal HIV status. Reports of worry about food runout were associated with increased risk of stunting for HEU, but not unexposed, uninfected infants. Our findings suggest that food insecurity, in a vulnerable population, adversely affects maternal nutritional status and infant development. In utero exposure to HIV may further perpetuate these effects, which has implications for early child development and lifelong human capital.","White, M.; Duffley, E.; Feucht, U. D.; Rossouw, T.; Connor, K. L.",20190914,"Hiv Aids","10.1101/19003871",2,"Kristin L Connor","Department of Health Sciences, Carleton University","https://www.medrxiv.org/content/10.1101/19003871v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19003871v2.full.pdf","cc_no",NA,"The datasets generated during and/or analysed during the current study are available from the corresponding author on reasonable request."
372,"Does in utero HIV-exposure influence infant development and immune outcomes? Findings from a pilot study in Pretoria, South Africa.","HIV-infected infants show altered growth, brain development, and immune function. Yet, it remains unclear how detrimental fetal exposure to maternal HIV infection is to the development of the uninfected infant. A pilot study was conducted at Kalafong Hospital in Pretoria, South Africa, to better understand how maternal HIV infection influences infant outcomes. We hypothesised that in utero HIV-exposed, uninfected (HEU) infants would have poorer postnatal development and altered innate immune composition compared to HIV-unexposed, uninfected infants (HUU). Infant growth, neurodevelopment (Guide for Monitoring Child Development [GMCD]) and levels of monocyte subsets (CD14, CD16, and CCR2 expression [flow cytometry]) were measured in infants at birth and 12-weeks. HEU infants had lower head circumference and elevated CCR2+ (% and median fluorescence intensity) on monocytes at birth compared to HUU. Most infants met GMCD milestones at 1-3 and 3-5 months. Our findings that HEU infants had reduced head circumference and increased levels of migratory monocytes at birth, which has been associated with poor motor and cognitive outcomes, is consistent with our motor results within 5 months of age. Elevated levels of migratory monocytes may initiate pro-inflammatory pathways that target the brain, impacting neurodevelopment and lifelong health.","White, M.; Feucht, U. D.; Duffley, E.; Molokoane, F.; Durandt, C.; Cassol, E.; Rossouw, T.; Connor, K. L.",20190920,"Hiv Aids","10.1101/19003889",1,"Kristin L Connor","Carleton University","https://www.medrxiv.org/content/10.1101/19003889v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19003889v1.full.pdf","cc_no",NA,"The datasets generated during and/or analysed during the current study are available from the corresponding author on reasonable request."
597,"PathFlowAI: A High-Throughput Workflow for Preprocessing, Deep Learning and Interpretation in Digital Pathology","The diagnosis of disease often requires analysis of a biopsy. Many diagnoses depend not only on the presence of certain features but on their location within the tissue. Recently, a number of deep learning diagnostic aids have been developed to classify digitized biopsy slides. Clinical workflows often involve processing of more than 500 slides per day. But, clinical use of deep learning diagnostic aids would require a preprocessing workflow that is cost-effective, flexible, scalable, rapid, interpretable, and transparent. Here, we present such a workflow, optimized using Dask and mixed precision training via APEX, capable of handling any patch-level or slide level classification and prediction problem. The workflow uses a flexible and fast preprocessing and deep learning analytics pipeline, incorporates model interpretation and has a highly storage-efficient audit trail. We demonstrate the utility of this package on the analysis of a prototypical anatomic pathology specimen, liver biopsies for evaluation of hepatitis from a prospective cohort. The preliminary data indicate that PathFlowAI may become a cost-effective and time-efficient tool for clinical use of Artificial Intelligence (AI) algorithms.","Levy, J.; Salas, L. A.; Christensen, B. C.; Sriharan, A.; Vaickus, L. J.",20191025,"Pathology","10.1101/19003897",2,"Joshua Levy","Program in Quantitative Biomedical Sciences, Geisel School of Medicine at Dartmouth, Lebanon, NH 03756 ; Department of Epidemiology, Geisel School of Medicine a","https://www.medrxiv.org/content/10.1101/19003897v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19003897v2.full.pdf","cc_no",NA,"Raw data was generated at Dartmouth Hitchcock Medical Center. The group data that support the findings of this study are available upon reasonable request from the corresponding author, JJL. Individual anonymous level data may be available by application to the relevant institutions after obtaining required IRB approvals."
245,"Research on Artificial Intelligence and Primary Care: A Scoping Review","Objective: The purpose of this study was to assess the nature and extent of the body of research on artificial intelligence (AI) and primary care. Methods: We performed a scoping review, searching 11 published and grey literature databases with subject headings and key words pertaining to the concepts of 1) AI and 2) primary care: MEDLINE, EMBASE, Cinahl, Cochrane Library, Web of Science, Scopus, IEEE Xplore, ACM Digital Library, MathSciNet, AAAI, arXiv. Screening included title and abstract and then full text stages. Final inclusion criteria: 1) research study of any design, 2) developed or used AI, 3) used primary care data and/or study conducted in a primary care setting and/or explicit mention of study applicability to primary care; exclusion criteria: 1) narrative, editorial, or textbook chapter, 2) not applicable to primary care population or settings, 3) full text inaccessible in the English Language. We extracted and summarized seven key characteristics of included studies: overall study purpose(s), author appointments, primary care functions, author intended target end user(s), target health condition(s), location of data source(s) (if any), subfield(s) of AI. Results: Of 5,515 non-duplicate documents, 405 met our eligibility criteria. The body of literature is primarily focused on creating novel AI methods or modifying existing AI methods to support physician diagnostic or treatment recommendations, for chronic conditions, using data from higher income countries. Meaningfully more studies had at least one author with a technology, engineering, or math appointment than with a primary care appointment (57 (14%) compared to 217 (54%)). Predominant AI subfields were supervised machine learning and expert systems. Discussion: Overall, AI research associated with primary care is at an early stage of maturity with respect to widespread implementation in practice settings. For the field to progress, more interdisciplinary research teams with end-user engagement and evaluation studies are needed.","Kueper, J. K.; Terry, A. L.; Zwarenstein, M.; Lizotte, D. J.",20190821,"Primary Care Research","10.1101/19003913",1,"Jacqueline K Kueper","Western University","https://www.medrxiv.org/content/10.1101/19003913v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19003913v1.full.pdf","cc_by_nc_nd",NA,"References to the 405 studies included in this review are available in the supplementary material. Our results were arrived at through summarizing the content of those studies."
244,"Harmonizing Palliative Care: National Survey to Evaluate the Knowledge and Attitude of Emergency Physicians towards Palliative Care","Background and Aim: Although the challenges of integrating palliative care practices across care settings are real and well recognised until now little is known about palliative care practice of emergency physicians (EPs) and their accessibility to palliative care services in Kuwait. So the aim of this study was to explore the attitude, and knowledge encountered by EPs in providing palliative care in all general hospitals in Kuwait. Method: A cross-sectional survey was performed in the emergency rooms of all general hospitals in Kuwait using Palliative Care Attitude and Knowledge (PCAK) questionnaire. Results: Of the total number of physicians working in emergency rooms (n=156), 104 (66.67%) had completed the survey. 76.9% (n=80) of the EPs had either uncertain attitude toward palliative care. Most of the EPs (n=73, 70.28%) did not discuss the need of the patients to palliative care either with the patients or their families. Only 16 (15.4%) of the EPs responded correctly to the most of the questions while nearly half of the EPs (n=51, 49%) had poor knowledge especially in the most effective management of refractory dysnea (n=18, 17.3%). Experience more than 11yrs and better knowledge scores were independent predictors of positive attitude after adjustment of age, sex, qualifications, speciality, position, and nationality [OR: 5.747 (CI: 1.031-25.00), 1.458(CI: 1.148-1.851); p-value: 0.021, 0.002 respectively]. Conclusions: Despite recognising palliative care as an important competence, the majority of the emergency physicians in Kuwait had uncertain attitude and poor knowledge towards palliative care. Lack of knowledge, direct accessibility to palliative care services and lack of support from palliative medicine specialists were the main reasons for uncertain and negative attitude. Efforts should be done to enhance physician training and provide palliative care resources in order to improve the quality of care given to patients visiting emergency departments.","Alansari, A. M.; Suroor, S. N.; Aboserea, S. M.; Abd-El-Gawad, W.",20190820,"Palliative Medicine","10.1101/19003939",1,"Wafaa Abd-El-Gawad","AinShams university","https://www.medrxiv.org/content/10.1101/19003939v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19003939v1.full.pdf","cc_no",NA,"data available with the corresponding author upon reasonable request"
221,"Multidrug therapy with terbinafine and itraconazole is not superior to itraconazole alone in current epidemic of altered dermatophytosis in India: A randomized pragmatic trial","Background: Treatment responsiveness of dermatophytosis has decreased considerably in recent past in India. We compared effectiveness of oral terbinafine daily (Terb) (active control) versus itraconazole daily (Itra) versus terbinafine plus itraconazole daily (TI) versus terbinafine daily plus itraconazole pulse (TIp) in tinea corporis, tinea cruris and tinea faciei in a pragmatic randomized open trial. Methods: Ninety-two microscopically confirmed patients were allocated to Terb (6 mg/kg/day), Itra (5 mg/kg/day), TI (terbinafine 6 mg/kg/day, itraconazole 5 mg/kg/day), or TIp (terbinafine 6 mg/kg/day, itraconazole 10 mg/kg/day for 1 week in 4 weeks) group by concealed block randomization and treated for 8 weeks or cure. Results: Cure rates were similar at 4 weeks (P=0.768). At 8 weeks, 5 (21.7%), 18 (78.3%), 16 (69.6%), and 16 (69.6%) patients were cured in Terb, Itra, TI, and TIp groups, respectively. All experimental regimens (Itra, TI, TIp) were more effective than Terb (P[&le;]0.0027). All experimental regimens had similar effectiveness (P[&ge;]0.738). Relapse rates 4 and 8 weeks after cure were similar (P=0.869 and 0.314, respectively). Number-needed-to-treat (NNT) was 2 for Itra, 3 for TI, and 3 for TIp. Conclusions: Oral itraconazole given daily (NNT=2) is the most effective treatment and combining it with terbinafine does not increase effectiveness.","Singh, S.; Anchan, V. N.; Chandra, U.; Raheja, R.",20190815,"Dermatology","10.1101/19003947",1,"Sanjay Singh","Institute of Medical Sciences, Banaras Hindu University, Varanasi, India","https://www.medrxiv.org/content/10.1101/19003947v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19003947v1.full.pdf","cc_by_nc_nd",NA,"Not available online."
214,"A systematic review of medical and clinical research landscapes and quality in Malaysia and Indonesia : the review protocol","Background: Research landscapes and quality may change in many ways. Much research waste has been increasingly reported. Efforts to improve research performance will need good data on the profiles and performance of past research. Purpose: To describe the characteristics and quality of clinical and biomedical research in Malaysia and Indonesia. Methods: A search will be conducted in PubMed, EMBASE, CINAHL and PsycINFO to identify for published clinical and biomedical research from 1962 to 2017 from Malaysia and/or Indonesia. Additional search will also be conducted in MyMedR (for Malaysian team only). Studies found will be independently screened by a team of reviewers, relevant information will be extracted and quality of articles will be assessed. As part of quality control, another reviewer will independently assess 10-20% of the articles extracted. In Phase 1, the profiles of the published research will be reported descriptively. In Phase 2, a research quality screening tool will be validated to assess research quality based on three major domains of relevance, credibility of the methods and usefulness of the results. Associations between the research characteristics and quality will be analysed. The independent effect of each of the determinant will be quantified in multivariable regression analysis. Longitudinal trends of the research profiles, health conditions in different settings will be explored. Depending on the availability of resources, this review project may proceed according to the different clinical and biomedical disciplines in sequence. Discussion: Results of this study will serve as the 'baseline' data for future evaluation and within country and between countries comparison. This review may also provide informative results to stakeholders of the evolution of research conduct and performance from the past till now. The longitudinal and prospective trends of the research profiles and quality could provide suggestions on improvement initiatives. Additionally, health conditions or areas in different settings, and whether they are over- or under-studied may help future prioritization of research initiatives and resources.","Chew, B. H.; Lim, P. Y.; Lee, S. W. H.; Devaraj, N. K.; Ismail, A. H.; Shamsuddin, N. H.; Jahn Kassim, P. S.; Abdul Rashid, A.; Fernandez, A.; Muhamad Zakuan, N.; Teoh, S. H.; Abdullah, A. R.; Ali, H.; Abdul Manap, A. H.; Mohamad, F.; Widyahening, I. S.",20190813,"Epidemiology","10.1101/19004010",1,"Boon How Chew","Department of Family Medicine, Faculty of Medicine and Health Science, Universiti Putra Malaysia, Malaysia","https://www.medrxiv.org/content/10.1101/19004010v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004010v1.full.pdf","cc_by_nc_nd",NA,"Data may be shared upon completion of the review to any requesting party."
285,"A systematic review and meta-analysis on the effectiveness of an early invasive strategy compared to a conservative approach in elderly patients with non-ST elevation acute coronary syndrome","Background: Elderly patients, 65 years old and older, largely represent (>50 %) of hospital-admitted patients with acute coronary syndrome (ACS). Data are conflicting comparing efficacy of early routine invasive (within 48-72 hours of initial evaluation) versus conservative management of ACS in this population. Objective: We aimed to determine the effectiveness of routine early invasive strategy compared to conservative treatment in reducing major adverse cardiovascular events in elderly patients with non-ST elevation (NSTE) ACS. Data Sources: We conducted a systematic review of randomized controlled trials through PubMed, Cochrane, and Google Scholar database. Study Selection: The studies included were randomized controlled trials that evaluated the effectiveness of invasive strategy compared to conservative treatment among elderly patients > 65 years old diagnosed with NSTEACS. Studies were included if they assessed any of the following outcomes of death, cardiovascular mortality, myocardial infarction (MI), stroke, recurrent angina, and need for revascularization. Five articles were subsequently included in the meta-analysis. Data Extraction: Three independent reviewers extracted the data of interest from the articles using a standardized data collection form that included study quality indicators. Disparity in assessment was settled by an independent adjudicator. Data Synthesis: All pooled analyses were based on fixed effects model. A total of 2,495 patients were included, 1337 in the invasive strategy group, and 1158 in the conservative treatment group. Results: Meta-analysis showed less incidence of revascularization in the invasive (2%) over conservative treatment groups (8%), with overall risk ratio of 0.31 (95% CI 0.16-0.61, I2 =0%). There was also less incidence of stroke in the invasive (2%) versus conservative group (3%) but this was not statistically significant. A significant benefit was noted in the reduction of all-cause mortality (RR 0.63, 95% CI 0.55-0.72, I2=84%) and myocardial infarction (RR 0.62, 95% CI 0.49-0.79, I2=63%) but with significant heterogeneity. Conclusion: There was a significantly lower rate of revascularization in the invasive strategy group compared to the conservative treatment group. In the reduction of all-cause mortality and MI, there was benefit favoring invasive strategy but with significant heterogeneity. These findings do not support the bias against early routine invasive intervention in the elderly group with NSTEACS. However, further studies focusing on the elderly with larger population sizes are still needed.","Reano, J. D. P.; Shiu, L. A.; Miralles, K.; Dimalala, M. G.; Reyes, M. J.; Pestano, N.; Tumanan-Mendoza, B.; Punzalan, F. E.; Castillo, R.",20190829,"Cardiovascular Medicine","10.1101/19004044",1,"Joan Dymphna Palma Reano","Manila Doctors Hospital","https://www.medrxiv.org/content/10.1101/19004044v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004044v1.full.pdf","cc_by_nc_nd",NA,"All data are available within this manuscript."
263,"Enhancing multi-center generalization of machine learning-based depression diagnosis from resting-state fMRI","Resting-state fMRI has the potential to find abnormal behavior in brain activity and to diagnose patients with depression. However, resting-state fMRI has a bias depending on the scanner site, which makes it difficult to diagnose depression at a new site. In this paper, we propose methods to improve the performance of the diagnosis of major depressive disorder (MDD) at an independent site by reducing the site bias effects using regression. For this, we used a subgroup of healthy subjects of the independent site to regress out site bias. We further improved the classification performance of patients with depression by focusing on melancholic depressive disorder. Our proposed methods would be useful to apply depression classifiers to subjects at completely new sites.","Nakano, T.; Takamura, M.; Ichikawa, N.; Okada, G.; Okamoto, Y.; Yamada, M.; Suhara, T.; Yamawaki, S.; Yoshimoto, J.",20190825,"Psychiatry And Clinical Psychology","10.1101/19004051",1,"Junichiro Yoshimoto","Nara Institute of Science and Technology","https://www.medrxiv.org/content/10.1101/19004051v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004051v1.full.pdf","cc_by_nc_nd",NA,"The original data for this study is confidential due to the involvement of patient data. It can be obtained upon request to the Department of Psychiatry and Neurosciences, Hiroshima University, Japan (primary contact: Shigeto Yamawaki, PhD, MD, yamawaki@hiroshima-u.ac.jp). IRB imposing these restrictions on our data is Ethical Committee for Epidemiology of Hiroshima University (contact: Shoji Karatsu kasumi-kenkyu@office.hiroshima-u.ac.jp). Additional contact information is available from: https://www.hiroshima-u.ac.jp/en/pharm/contact."
184,"Enhanced mindfulness based stress reduction (MBSR+) in episodic migraine: a randomized clinical trial with MRI outcomes","Background: Mindfulness interventions have not been rigorously evaluated in episodic migraine. Objective: To evaluate the efficacy of an enhanced mindfulness based stress reduction (MBSR+) versus stress management for headache (SMH). Design, Setting, Participants: Randomized, assessor-blind, clinical trial of 98 adults with episodic migraine recruited at a single academic center comparing MBSR+ (n=50) to SMH (n=48). (https://clinicaltrials.gov/ct2/show/NCT02133209) Intervention: MBSR+ and SMH were delivered weekly by group for 8 weeks, then bi-weekly for another 8 weeks. Measurements: The primary outcome was reduction in headache days from baseline to 20 weeks. MRI outcomes included activity of left dorsolateral prefrontal cortex (DLPFC) and cognitive task network during cognitive challenge, resting state connectivity of right dorsal anterior insula (daINS) to DLPFC and cognitive task network, and gray matter volume of DLPFC, daINS, and anterior midcingulate. Secondary outcomes were headache-related disability, pain severity, response to treatment, migraine days, and MRI whole-brain analyses. Results: Reduction in headache days from baseline to 20 weeks was greater for MBSR+ (7.8 [95%CI, 6.9-8.8] to 4.6 [95%CI, 3.7-5.6]) than for SMH (7.7 [95%CI 6.7-8.7] to 6.0 [95%CI, 4.9-7.0]) (P=0.04). 52% of the MBSR+ group showed a response to treatment (50% reduction in headache days) compared with 23% in the SMH group (P=0.004). Reduction in headache-related disability was greater for MBSR+ (59.6 [95%CI, 57.9-61.3] to 54.6 [95%CI, 52.9-56.4]) than SMH (59.6 [95%CI, 57.7-61.5] to 57.5 [95%CI, 55.5-59.4]) (P=0.02). There were no differences in clinical outcomes at 52 weeks or MRI outcomes at 20 weeks, although changes related to cognitive networks with MBSR+ were observed. Limitations: A single site and likely self-selection bias. Conclusions: MBSR+ is an effective treatment option for episodic migraine.","Seminowicz, D. A.; Burrowes, S.; Kearson, A.; Zhang, J.; Krimmel, S.; Samawi, L.; Furman, A.; Keaser, M.; Gould, N.; Magyari, T.; White, L.; Goloubeva, O.; Goyal, M.; Peterlin, L.; Haythornthwaite, J.",20190806,"Pain Medicine","10.1101/19004069",1,"David A Seminowicz","University of Maryland Baltimore","https://www.medrxiv.org/content/10.1101/19004069v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004069v1.full.pdf","cc_by_nc_nd","10.1097/j.pain.0000000000001860","Available upon request from corresponding author"
286,"Where should new parkrun events be located? Modelling the potential impact of 200 new events on socio-economic inequalities in access and participation.","Background parkrun, an international movement which organises free weekly 5km running events, has been widely praised for encouraging inactive individuals to participate in physical activity. Recently, parkrun received funding to establish 200 new events across England, specifically targeted at deprived communities. This study aims to investigate the relationships between geographic access, deprivation, and participation in parkrun, and to inform the planned expansion by proposing future event locations. Methods We conducted an ecological spatial analysis, using data on 455 parkrun events, 2,842 public green spaces, and 32,844 English census areas. Poisson regression was applied to investigate the relationships between the distances to events, deprivation, and parkrun participation rates. Model estimates were incorporated into a location-allocation analysis, to identify locations for future events that maximise deprivation-weighted parkrun participation. Results The distance to the nearest event (in km) and the Index of Multiple Deprivation (score) were both independently negatively associated with local parkrun participation rates. Rate ratios were 0.921 (95%CI = 0.921-0.922) and 0.959 (0.959-0.959), respectively. The recommended 200 new event locations were estimated to increase weekly runs by 6.9% (from 82,824 to 88,506). Of the additional runs, 4.1% (n=231) were expected to come from the 10% most deprived communities. Conclusion Participation in parkrun is wide spread across England. We provide recommendations for new parkrun event location, in order to increase participation from deprived communities. However, the creation of new events alone is unlikely to be an effective strategy. Further research is needed to study how barriers to participation can be reduced.","Schneider, P. P.; Smith, R. A.; Bullas, A. M.; Bayley, T.; Haake, S. S.; Brennan, A.; Goyder, E.",20190829,"Public And Global Health","10.1101/19004143",1,"Paul P Schneider","University of Sheffield","https://www.medrxiv.org/content/10.1101/19004143v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004143v1.full.pdf","cc_by",NA,"All data and the R source code that were used to generate the reported results are openly provided on a github repository under a CC BY license."
218,"Peripheral Biomarkers of Tobacco-Use Disorder: A Systematic Review","Introduction: Tobacco use disorder (TUD) is a major worldwide healthcare burden resulting in 7 million deaths annually. TUD has few approved cessation aids, all of which are associated a high rate of relapse within one year. Biomarkers of TUD severity, treatment response, and risk of relapse have high potential clinical utility to identify ideal responders and guide additional treatment resources. Methods: A MEDLINE search was performed using the terms biomarkers, dihydroxyacetone phosphate, bilirubin, inositol, cotinine, adrenocorticotropic hormone, cortisol, pituitary-adrenal system, homovanillic acid, dopamine, pro-opiomelanocortin, lipids, lipid metabolism all cross-referenced with tobacco-use disorder. Results: The search yielded 424 results, of which 57 met inclusion criteria. The most commonly studied biomarkers were those related to nicotine metabolism, the hypothalamic-pituitary-adrenal (HPA) axis, and cardiovascular (CVD) risk. Nicotine metabolism was most associated with severity of dependence and treatment response, where as HPA axis and CVD markers showed less robust associations with dependence and relapse risk. Conclusions: Nicotine-metabolite ratio, cortisol, and atherogenicity markers appear to be the most promising lead biomarkers for further investigation, though the body of literature is still preliminary. Longitudinal, repeated-measures studies are required to determine the directionality of the observed associations and determine true predictive power of these biomarkers. Future studies should also endeavour to study populations with comorbid psychiatric disorders to determine differences in utility of certain biomarkers.","Newton, D. F.",20190814,"Addiction Medicine","10.1101/19004150",1,"Dwight F Newton","University of Toronto","https://www.medrxiv.org/content/10.1101/19004150v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004150v1.full.pdf","cc_by_nc_nd","10.24966/AAD-7276/100026","Not applicable, review article"
676,"Lower germline mutation rates in young adults predictlonger lives and longer reproductive lifespans","BACKGROUND: Analysis of sequenced genomes from large three-generation families allows de novo mutations identified in Generation II individuals to be attributed to each of their parents' germlines in Generation I. Because germline mutations increase with age, we hypothesized that they directly limit the duration of childbearing in women, and if correlated with mutation accumulation in somatic tissues, also reflect systemic aging in both sexes. Here we test whether the germline mutation rates of Generation I individuals when they were young adults predict their remaining survival, as well as the women's reproductive lifespans. METHODS: Germline autosomal mutation counts in 122 Generation I individuals (61 women, 61 men) from 41 three-generation Utah CEPH families were converted to germline mutation rates by normalizing each subject's number of mutations to the callable portion of their genome. Age at death, cause of death, all-site cancer incidence, and reproductive histories were provided by the Utah Population Database, Cancer Registry, and Utah Genetic Reference Project. Fertility analyses were restricted to the 53 women whose age at last birth (ALB) was at least 30 years, the approximate age when the decline in female fertility begins. Cox proportional hazard regression models were used to test the association of age-adjusted mutation rates (AAMRs) with aging-related outcomes. Linear regression analysis was used to estimate the age when adult germline mutation accumulation rates are established. FINDINGS: Quartiles of increasing AAMRs were associated with increasing all-cause mortality rates in both sexes combined (test for trend, p=0.009); subjects in the top quartile of AAMRs experienced more than twice the mortality of bottom quartile subjects (hazard ratio [HR], 2.07; 95% confidence interval [CI], 1.21-3.56; p=0.008; median survival difference = 4.7 years). Women with higher AAMRs had significantly fewer live births and a younger ALB. The analyses also indicate that adult germline mutation accumulation rates are established in adolescence, and that later menarche in women may delay mutation accumulation. INTERPRETATION: Parental-age-adjusted germline mutation rates in healthy young adults may provide a measure of both reproductive and systemic aging. Puberty may induce the establishment of adult mutation accumulation rates, just when DNA repair genes' expression levels are known to begin their lifelong decline.","Cawthon, R. M.; Meeks, H. D.; Sasani, T. A.; Smith, K. R.; Kerber, R. A.; O'brien, E.; Quinlan, A. R.; Jorde, L. B.",20191105,"Epidemiology","10.1101/19004184",2,"Richard M Cawthon","University of Utah, Dept. of Human Genetics","https://www.medrxiv.org/content/10.1101/19004184v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004184v2.full.pdf","cc_no",NA,"Most of the data analyzed in this manuscript are provided either within the manuscript itself, or in the manuscript posted by Sasani et al. on bioRxiv at https://www.biorxiv.org/content/10.1101/552117v2 and its accompanying links; additional data may be accessed by contacting the corresponding author (Dr. Cawthon)."
715,"Transcranial random noise stimulation for the acute treatment of depression: a randomized-controlled trial","Background Transcranial electrical stimulation has broad potential as a treatment for depression. Transcranial random noise stimulation (tRNS), which delivers randomly fluctuating current intensities, may have greater cortical excitatory effects compared to other forms of transcranial electrical stimulation. We therefore aimed to investigate the antidepressant efficacy of tRNS. Methods Depressed participants were randomly assigned by computer number generator to receive 20 sessions of either active or sham tRNS over four weeks in a double-blinded, parallel group randomized-controlled trial. tRNS was delivered for 30mins with a direct current offset of 2mA and a random noise range of 2mA. Primary analyses assessed changes in depression severity using the Montgomery-Asperg Depression Rating Scale (MADRS). Neuroplasticity, neuropsychological, and safety outcomes were analysed as secondary measures. Results 69 participants were randomised, of which three discontinued treatment early leaving 66 (sham n = 34, active n = 32) for per-protocol analysis. Depression severity scores reduced in both groups (MADRS reduction in sham = 7.0 [95%CI 5.0-8.9]; and active = 5.2 [95%CI 3.2-7.3]). However, there were no differences between active and sham groups in the reduction of depressive symptoms, or the number of participants meeting response (sham = 14.7%; active = 3.1%) and remission criteria (sham = 5.9%; active = 0%). Erythema, paraesthesia, fatigue, and dizziness/light-headedness occurred more frequently in the active tRNS group. Neuroplasticity, neuropsychological and acute cognitive effects were comparable between groups. Conclusion Our results do not support the use of tRNS with the current stimulation parameters as a therapeutic intervention for the treatment of depression. Clinical trial registration at clinicaltrials.gov/NCT01792414.","Nikolin, S.; Alonzo, A.; Martin, D.; Galvez, V.; Buten, S.; Taylor, R.; Goldstein, J.; Oxley, C.; Hadzi-Pavlovic, D.; Loo, C.",20191112,"Psychiatry And Clinical Psychology","10.1101/19004218",1,"Stevan Nikolin","University of New South Wales","https://www.medrxiv.org/content/10.1101/19004218v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004218v1.full.pdf","cc_by_nc_nd","10.1093/ijnp/pyz072","Participant consent was not obtained to make data publically available. 
However, syntax and output from statistical analyses can be found at: https://github.com/snikolin/tRNSdepressionRCT"
185,"Time to death and its Predictors among Adult TB/HIV Co-Infected Patients in Mizan Tepi University Teaching Hospital, South West Ethiopia","Abstract Background: Tuberculosis (TB) and Human Immuno Deficiency Virus (HIV) co-infection represents a complex pathogenic scenario with synergistic effect and leads to about 300,000 HIV-associated TB deaths in the world in 2017. Despite this burden of death, time to death and its predictors among TB-HIV co-infected patient was not adequately studied; and the existing evidences are inconsistent. Therefore, this study was aimed to determine time to death and identify its predictors among adult TB/HIV co-infected patients. Method: Retrospective cohort study was conducted by reviewing registers of randomly selected 364 TB/HIV co-infected patients enrolled in health care from July 2, 2007 up to July 1, 2017 at Mizan Tepi University Teaching Hospital. The hospital was located in Bench Maji Zone, South West Ethiopia. Data were collected from March 1 through 31, 2018, entered to Epi data 3.1 and exported to SPSS version 21. Each patient was followed from date of TB treatment initiation till death, loss to follow up and treatment completed. On the other hand, events other than death were considered as censored. After checking the proportional hazard model assumption, Cox-regression was used to identify the predictors. In bivariable analyses, P-value[&le;]0.25 was used to identify candidate variables for multivariable analysis. The 95% CI of hazard ratio (HR) with respective P-value <0.05 was used to declare significance in the final model. Result: All the 364 patients were followed for 1,654 person months. There were 83 (22.8%) deaths and most 38 (45.8%) were occurring within the first two months of anti-TB treatment initiation. The overall incidence rate and median survival time were 5.02 per 100 person months (95% CI: 4.05, 6.22) and 10 months respectively. Statistically significant better survival was observed among patients: with CD4 [&ge;] 200 cells/mm3 (P<0.001), who had a history of cotrimoxazole preventive therapy (CPT) use (P<0.001), who disclose their HIV status (P<0.001) and with working functional status (P<0.001). Not using CPT (adjusted hazard ratio [AHR] =1.72; P=0.023), bedridden functional status (AHR=2.55; P=0.007), not disclosing HIV status (AHR=4.03; P<0.001) and CD4 < 200 cells/mm3 (AHR=6.05; P<0.001) were predictors of time to death among TB/HIV co-infected patients. Conclusion: The median survival time was 10 months and poor survival was associated with low CD4 count, not using CPT, not disclosing HIV status and having bedridden functional status. Close monitoring of bedridden and low CD4 count patients, prompt CPT initiation and encouraging HIV status disclosure are recommended. Key words: TB/HIV co-infection, South West Ethiopia, time to death, MTUTH","Wondimu, W.; Kabeta, T.; Dube, L.",20190807,"Hiv Aids","10.1101/19004234",1,"Wondimagegn Wondimu","Mizan Tepi University","https://www.medrxiv.org/content/10.1101/19004234v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19004234v1.full.pdf","cc_no","10.2147/HIV.S242756","All data are available from corresponding author for any reasonable requests."
